CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
CAUSE OF DEATH  IN CITY AND COUNTY OF BRISTOL (1940 – 1978), Gastris-enteritis and diarrhoea, , 
