CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Diarrhoea and Dysentery, 1838, 13
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Typhus Fever, 1838, 59
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Typhus Fever, 1839, 64
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Typhus Fever, 1840, 73
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Typhus Fever, 1841, 77
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Typhus Fever, 1842, 79
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Typhus Fever, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Typhus Fever, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Croup, 1838, 9
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Croup, 1839, 12
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Croup, 1840, 24
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Croup, 1841, 24
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Croup, 1842, 10
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Croup, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Croup, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Typhoid (enteric) Fever, 1838, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Typhoid (enteric) Fever, 1839, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Typhoid (enteric) Fever, 1840, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Typhoid (enteric) Fever, 1841, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Typhoid (enteric) Fever, 1842, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Typhoid (enteric) Fever, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Typhoid (enteric) Fever, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Syphilis, 1838, 1
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Syphilis, 1839, 2
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Syphilis, 1840, 2
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Syphilis, 1841, 5
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Syphilis, 1842, 1
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Syphilis, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Syphilis, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Smallpox, 1838, 127
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Smallpox, 1839, 6
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Smallpox, 1840, 185
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Smallpox, 1841, 84
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Smallpox, 1842, 4
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Smallpox, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Smallpox, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Cholera, 1838, 0
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Cholera, 1839, 1
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Cholera, 1840, 5
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Cholera, 1841, 1
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Cholera, 1842, 4
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Cholera, 1849, 591
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Cholera, 1854, 76
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Cephalitis (encephalitis), 1838, 12
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Cephalitis (encephalitis), 1839, 11
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Cephalitis (encephalitis), 1840, 30
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Cephalitis (encephalitis), 1841, 27
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Cephalitis (encephalitis), 1842, 27
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Cephalitis (encephalitis), 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Cephalitis (encephalitis), 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Hepatitis and Jaundice, 1838, 3
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Hepatitis and Jaundice, 1839, 6
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Hepatitis and Jaundice, 1840, 5
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Hepatitis and Jaundice, 1841, 9
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Hepatitis and Jaundice, 1842, 10
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Hepatitis and Jaundice, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Hepatitis and Jaundice, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Infectious & parasitic diseases, 1838, 25
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Infectious & parasitic diseases, 1839, 35
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Infectious & parasitic diseases, 1840, 38
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Infectious & parasitic diseases, 1841, 31
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Infectious & parasitic diseases, 1842, 22
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Infectious & parasitic diseases, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Infectious & parasitic diseases, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Carcinoma and Tumour of uncertain seat, 1838, 20
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Carcinoma and Tumour of uncertain seat, 1839, 29
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Carcinoma and Tumour of uncertain seat, 1840, 15
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Carcinoma and Tumour of uncertain seat, 1841, 18
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Carcinoma and Tumour of uncertain seat, 1842, 13
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Carcinoma and Tumour of uncertain seat, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Carcinoma and Tumour of uncertain seat, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Diabetes, 1838, 1
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Diabetes, 1839, 0
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Diabetes, 1840, 0
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Diabetes, 1841, 1
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Diabetes, 1842, 0
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Diabetes, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Diabetes, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Epilepsy, 1838, 17
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Epilepsy, 1839, 2
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Epilepsy, 1840, 6
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Epilepsy, 1841, 4
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Epilepsy, 1842, 7
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Epilepsy, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Epilepsy, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Nervous System Diseases, 1838, 224
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Nervous System Diseases, 1839, 211
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Nervous System Diseases, 1840, 218
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Nervous System Diseases, 1841, 186
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Nervous System Diseases, 1842, 206
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Nervous System Diseases, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Nervous System Diseases, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Heart Disease (Aneurism and Pericarditis), 1838, 4
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Heart Disease (Aneurism and Pericarditis), 1839, 6
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Heart Disease (Aneurism and Pericarditis), 1840, 3
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Heart Disease (Aneurism and Pericarditis), 1841, 3
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Heart Disease (Aneurism and Pericarditis), 1842, 4
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Heart Disease (Aneurism and Pericarditis), 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Heart Disease (Aneurism and Pericarditis), 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Apoplexy (cerebral haemorrhage), 1838, 22
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Apoplexy (cerebral haemorrhage), 1839, 21
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Apoplexy (cerebral haemorrhage), 1840, 34
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Apoplexy (cerebral haemorrhage), 1841, 37
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Apoplexy (cerebral haemorrhage), 1842, 29
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Apoplexy (cerebral haemorrhage), 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Apoplexy (cerebral haemorrhage), 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Circulatory System Diseases, 1838, 27
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Circulatory System Diseases, 1839, 26
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Circulatory System Diseases, 1840, 34
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Circulatory System Diseases, 1841, 27
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Circulatory System Diseases, 1842, 47
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Circulatory System Diseases, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Circulatory System Diseases, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Pneumonia, 1838, 102
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Pneumonia, 1839, 117
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Pneumonia, 1840, 211
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Pneumonia, 1841, 153
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Pneumonia, 1842, 164
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Pneumonia, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Pneumonia, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Influenza, 1838, 2
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Influenza, 1839, 2
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Influenza, 1840, 0
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Influenza, 1841, 2
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Influenza, 1842, 0
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Influenza, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Influenza, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Bronchitis, 1838, 19
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Bronchitis, 1839, 23
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Bronchitis, 1840, 53
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Bronchitis, 1841, 57
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Bronchitis, 1842, 41
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Bronchitis, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Bronchitis, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Asthma, 1838, 38
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Asthma, 1839, 31
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Asthma, 1840, 41
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Asthma, 1841, 30
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Asthma, 1842, 37
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Asthma, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Asthma, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Respiratory Diseases, 1838, 130
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Respiratory Diseases, 1839, 89
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Respiratory Diseases, 1840, 39
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Respiratory Diseases, 1841, 39
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Respiratory Diseases, 1842, 42
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Respiratory Diseases, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Respiratory Diseases, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Ulceration of the Digestive organs, 1838, 0
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Ulceration of the Digestive organs, 1839, 2
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Ulceration of the Digestive organs, 1840, 1
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Ulceration of the Digestive organs, 1841, 2
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Ulceration of the Digestive organs, 1842, 4
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Ulceration of the Digestive organs, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Ulceration of the Digestive organs, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Digestive System Diseases, 1838, 71
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Digestive System Diseases, 1839, 41
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Digestive System Diseases, 1840, 32
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Digestive System Diseases, 1841, 42
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Digestive System Diseases, 1842, 36
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Digestive System Diseases, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Other Digestive System Diseases, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Nephritis, 1838, 2
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Nephritis, 1839, 1
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Nephritis, 1840, 1
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Nephritis, 1841, 3
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Nephritis, 1842, 2
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Nephritis, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Nephritis, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Urinary System Diseases, 1838, 17
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Urinary System Diseases, 1839, 29
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Urinary System Diseases, 1840, 20
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Urinary System Diseases, 1841, 20
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Urinary System Diseases, 1842, 19
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Urinary System Diseases, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Urinary System Diseases, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Generative System Diseases, 1838, 3
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Generative System Diseases, 1839, 5
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Generative System Diseases, 1840, 3
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Generative System Diseases, 1841, 5
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Generative System Diseases, 1842, 6
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Generative System Diseases, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Generative System Diseases, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Childbirth and Puerperal Septic Diseases, 1838, 5
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Childbirth and Puerperal Septic Diseases, 1839, 7
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Childbirth and Puerperal Septic Diseases, 1840, 23
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Childbirth and Puerperal Septic Diseases, 1841, 14
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Childbirth and Puerperal Septic Diseases, 1842, 10
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Childbirth and Puerperal Septic Diseases, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Childbirth and Puerperal Septic Diseases, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Rheumatism and Arthritis, 1838, 3
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Rheumatism and Arthritis, 1839, 3
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Rheumatism and Arthritis, 1840, 12
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Rheumatism and Arthritis, 1841, 4
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Rheumatism and Arthritis, 1842, 3
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Rheumatism and Arthritis, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Rheumatism and Arthritis, 1854, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Malformations of Uncertain Seat, 1838, 3
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Malformations of Uncertain Seat, 1839, 0
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Malformations of Uncertain Seat, 1840, 3
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Malformations of Uncertain Seat, 1841, 2
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Malformations of Uncertain Seat, 1842, 1
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Malformations of Uncertain Seat, 1849, n/g
CAUSE OF DEATH IN BRISTOL UNION (1838 – 1855), Malformations of Uncertain Seat, 1854, n/g
