CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diarrhoea and Dysentery, 1870, 216
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1878, 36
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1879, 92
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1880, 244
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1881, 153
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1882, 75
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1883, 33
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1884, 37
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1885, 21
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1886, 89
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1887, 217
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1888, 45
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1889, 26
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1890, 40
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1891, 37
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1892, 47
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1893, 35
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1894, 16
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1895, 16
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1896, 59
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1897, 18
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1898, 14
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1899, 13
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Scarlet Fever, 1900, 38
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1870, 126
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1871, 61
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1872, 58
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1873, 109
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1874, 66
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1875, 107
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1876, 77
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1877, 133
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1878, 53
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1879, 74
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1880, 73
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1881, 120
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1882, 54
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1883, 33
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1884, 46
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1885, 159
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1886, 101
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1887, 147
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1888, 61
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1889, 185
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1890, 92
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1891, 239
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1892, 105
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1893, 25
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1894, 116
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1895, 8
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1896, 143
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1897, 57
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1898, 309
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1899, 44
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Measles, 1900, 204
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1870, n/g
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1871, n/g
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1872, n/g
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1873, n/g
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1874, n/g
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1875, n/g
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1876, 14
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1877, 17
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1878, 12
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1879, 13
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1880, 10
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1881, 18
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1882, 14
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1883, 10
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1884, 11
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1885, 10
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1886, 11
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1887, 10
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1888, 21
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1889, 16
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1890, 9
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1891, 12
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1892, 21
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1893, 11
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1894, 8
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1895, 16
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1896, 10
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1897, 5
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1898, 6
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1899, 13
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Erysipelas, 1900, 12
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1870, n/g
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1871, n/g
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1872, n/g
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1873, n/g
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1874, n/g
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1875, n/g
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1876, 5
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1877, 31
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1878, 2
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1879, 0
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1880, 0
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1881, 7
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1882, 10
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1883, 1
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1884, 2
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1885, 0
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1886, 0
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1887, 0
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1888, 0
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1889, 0
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1890, 1
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1891, 0
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1892, 0
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1893, 0
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1894, 0
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1895, 0
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1896, 0
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1897, 0
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1898, 0
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1899, 0
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Typhus Fever, 1900, 0
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diphtheria (and Croup), 1870, 20
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diphtheria (and Croup), 1871, 19
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diphtheria (and Croup), 1872, 16
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diphtheria (and Croup), 1873, 20
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diphtheria (and Croup), 1874, 14
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diphtheria (and Croup), 1875, 13
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diphtheria (and Croup), 1876, 11
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diphtheria (and Croup), 1877, 4
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diphtheria (and Croup), 1878, 5
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diphtheria (and Croup), 1879, 4
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diphtheria (and Croup), 1880, 6
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diphtheria (and Croup), 1881, 10
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diphtheria (and Croup), 1882, 8
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diphtheria (and Croup), 1883, 13
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diphtheria (and Croup), 1884, 19
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diphtheria (and Croup), 1885, 25
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diphtheria (and Croup), 1886, 28
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diphtheria (and Croup), 1887, 23
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diphtheria (and Croup), 1888, 26
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diphtheria (and Croup), 1889, 15
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diphtheria (and Croup), 1890, 16
CAUSE OF DEATH IN BRISTOL MUNICIPAL DISTRICT (1870 – 1900), Diphtheria (and Croup), 1891, 16
