CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Diarrhoea and Dysentery, 1838, 3
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Erysipelas, 1839, 1
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Erysipelas, 1840, 2
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Erysipelas, 1841, 1
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Erysipelas, 1842, 3
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Erysipelas, 1849, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Erysipelas, 1854, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Typhus Fever, 1838, 20
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Typhus Fever, 1839, 34
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Typhus Fever, 1840, 26
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Typhus Fever, 1841, 26
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Typhus Fever, 1842, 23
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Typhus Fever, 1849, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Typhus Fever, 1854, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Croup, 1838, 1
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Croup, 1839, 2
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Croup, 1840, 11
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Croup, 1841, 8
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Croup, 1842, 13
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Croup, 1849, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Croup, 1854, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Typhoid (enteric) Fever, 1838, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Typhoid (enteric) Fever, 1839, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Typhoid (enteric) Fever, 1840, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Typhoid (enteric) Fever, 1841, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Typhoid (enteric) Fever, 1842, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Typhoid (enteric) Fever, 1849, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Typhoid (enteric) Fever, 1854, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Syphilis, 1838, 0
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Syphilis, 1839, 0
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Syphilis, 1840, 0
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Syphilis, 1841, 0
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Syphilis, 1842, 0
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Syphilis, 1849, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Syphilis, 1854, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Smallpox, 1838, 70
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Smallpox, 1839, 28
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Smallpox, 1840, 29
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Smallpox, 1841, 46
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Smallpox, 1842, 0
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Smallpox, 1849, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Smallpox, 1854, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Cholera, 1838, 0
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Cholera, 1839, 0
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Cholera, 1840, 1
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Cholera, 1841, 0
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Cholera, 1842, 0
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Cholera, 1849, 281
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Cholera, 1854, 4
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Cephalitis (encephalitis), 1838, 8
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Cephalitis (encephalitis), 1839, 9
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Cephalitis (encephalitis), 1840, 14
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Cephalitis (encephalitis), 1841, 6
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Cephalitis (encephalitis), 1842, 8
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Cephalitis (encephalitis), 1849, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Cephalitis (encephalitis), 1854, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Hepatitis and Jaundice, 1838, 4
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Hepatitis and Jaundice, 1839, 2
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Hepatitis and Jaundice, 1840, 4
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Hepatitis and Jaundice, 1841, 2
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Hepatitis and Jaundice, 1842, 2
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Hepatitis and Jaundice, 1849, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Hepatitis and Jaundice, 1854, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Infectious & parasitic diseases, 1838, 4
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Infectious & parasitic diseases, 1839, 2
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Infectious & parasitic diseases, 1840, 6
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Infectious & parasitic diseases, 1841, 6
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Infectious & parasitic diseases, 1842, 2
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Infectious & parasitic diseases, 1849, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Infectious & parasitic diseases, 1854, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Carcinoma and Tumour of uncertain seat, 1838, 10
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Carcinoma and Tumour of uncertain seat, 1839, 4
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Carcinoma and Tumour of uncertain seat, 1840, 7
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Carcinoma and Tumour of uncertain seat, 1841, 7
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Carcinoma and Tumour of uncertain seat, 1842, 7
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Carcinoma and Tumour of uncertain seat, 1849, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Carcinoma and Tumour of uncertain seat, 1854, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Diabetes, 1838, 0
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Diabetes, 1839, 0
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Diabetes, 1840, 0
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Diabetes, 1841, 1
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Diabetes, 1842, 0
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Diabetes, 1849, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Diabetes, 1854, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Epilepsy, 1838, 5
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Epilepsy, 1839, 3
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Epilepsy, 1840, 2
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Epilepsy, 1841, 1
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Epilepsy, 1842, 2
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Epilepsy, 1849, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Epilepsy, 1854, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Nervous System Diseases, 1838, 86
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Nervous System Diseases, 1839, 107
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Nervous System Diseases, 1840, 112
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Nervous System Diseases, 1841, 95
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Nervous System Diseases, 1842, 87
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Nervous System Diseases, 1849, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Nervous System Diseases, 1854, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Heart Disease (Aneurism and Pericarditis), 1838, 0
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Heart Disease (Aneurism and Pericarditis), 1839, 1
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Heart Disease (Aneurism and Pericarditis), 1840, 0
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Heart Disease (Aneurism and Pericarditis), 1841, 0
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Heart Disease (Aneurism and Pericarditis), 1842, 1
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Heart Disease (Aneurism and Pericarditis), 1849, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Heart Disease (Aneurism and Pericarditis), 1854, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Apoplexy (cerebral haemorrhage), 1838, 10
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Apoplexy (cerebral haemorrhage), 1839, 6
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Apoplexy (cerebral haemorrhage), 1840, 9
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Apoplexy (cerebral haemorrhage), 1841, 15
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Apoplexy (cerebral haemorrhage), 1842, 6
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Apoplexy (cerebral haemorrhage), 1849, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Apoplexy (cerebral haemorrhage), 1854, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Circulatory System Diseases, 1838, 5
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Circulatory System Diseases, 1839, 10
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Circulatory System Diseases, 1840, 12
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Circulatory System Diseases, 1841, 12
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Circulatory System Diseases, 1842, 17
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Circulatory System Diseases, 1849, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Circulatory System Diseases, 1854, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Pneumonia, 1838, 89
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Pneumonia, 1839, 77
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Pneumonia, 1840, 86
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Pneumonia, 1841, 87
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Pneumonia, 1842, 60
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Pneumonia, 1849, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Pneumonia, 1854, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Influenza, 1838, 1
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Influenza, 1839, 1
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Influenza, 1840, 0
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Influenza, 1841, 4
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Influenza, 1842, 3
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Influenza, 1849, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Influenza, 1854, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Bronchitis, 1838, 2
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Bronchitis, 1839, 1
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Bronchitis, 1840, 4
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Bronchitis, 1841, 4
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Bronchitis, 1842, 4
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Bronchitis, 1849, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Bronchitis, 1854, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Asthma, 1838, 10
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Asthma, 1839, 16
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Asthma, 1840, 13
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Asthma, 1841, 17
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Asthma, 1842, 14
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Asthma, 1849, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Asthma, 1854, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Respiratory Diseases, 1838, 7
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Respiratory Diseases, 1839, 8
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Respiratory Diseases, 1840, 12
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Respiratory Diseases, 1841, 9
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Respiratory Diseases, 1842, 8
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Respiratory Diseases, 1849, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Respiratory Diseases, 1854, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Ulceration of the Digestive organs, 1838, 0
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Ulceration of the Digestive organs, 1839, 0
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Ulceration of the Digestive organs, 1840, 0
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Ulceration of the Digestive organs, 1841, 0
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Ulceration of the Digestive organs, 1842, 1
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Ulceration of the Digestive organs, 1849, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Ulceration of the Digestive organs, 1854, n/g
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Digestive System Diseases, 1838, 5
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Digestive System Diseases, 1839, 7
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Digestive System Diseases, 1840, 7
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Digestive System Diseases, 1841, 4
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Digestive System Diseases, 1842, 7
CAUSE OF DEATH  IN BEDMINSTER UNION AND REGISTRATION DISTRICT (1838 – 1855), Other Digestive System Diseases, 1849, n/g
