CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, 1979, 2
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), 1979, 9
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), 1980, 5
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), 1981, 8
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), 1982, 7
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), 1983, 6
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), 1984, 8
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), 1985, 5
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), 1986, 8
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), 1987, 5
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), 1988, 2
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), 1989, 3
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), 1990, 2
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), 1991, 2
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), 1992, 1
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), 1993, 4
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), 1994, 7
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), 1995, 2
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Tuberculosis (all forms including late effects), , 
